chromosome	position	end	depth	sample
chr12	6585050	6585100	9	KD_rep1
chr12	6585100	6585150	8	KD_rep1
chr12	6585150	6585200	9	KD_rep1
chr12	6585200	6585250	7	KD_rep1
chr12	6585250	6585300	10	KD_rep1
chr12	6585300	6585350	10	KD_rep1
chr12	6585350	6585400	11	KD_rep1
chr12	6585400	6585450	10	KD_rep1
chr12	6585450	6585500	8	KD_rep1
chr12	6585500	6585550	9	KD_rep1
chr12	6585550	6585600	9	KD_rep1
chr12	6585600	6585650	11	KD_rep1
chr12	6585650	6585700	9	KD_rep1
chr12	6585700	6585750	10	KD_rep1
chr12	6585750	6585800	8	KD_rep1
chr12	6585800	6585850	8	KD_rep1
chr12	6585850	6585900	9	KD_rep1
chr12	6585900	6585950	8	KD_rep1
chr12	6585950	6586000	11	KD_rep1
chr12	6586000	6586050	9	KD_rep1
chr12	6586050	6586100	8	KD_rep1
chr12	6586100	6586150	10	KD_rep1
chr12	6586150	6586200	10	KD_rep1
chr12	6586200	6586250	7	KD_rep1
chr12	6586250	6586300	8	KD_rep1
chr12	6586300	6586350	9	KD_rep1
chr12	6586350	6586400	10	KD_rep1
chr12	6586400	6586450	10	KD_rep1
chr12	6586450	6586500	8	KD_rep1
chr12	6586500	6586550	8	KD_rep1
chr12	6586550	6586600	9	KD_rep1
chr12	6586600	6586650	9	KD_rep1
chr12	6586650	6586700	229	KD_rep1
chr12	6586700	6586750	194	KD_rep1
chr12	6586750	6586800	145	KD_rep1
chr12	6586800	6586850	212	KD_rep1
chr12	6586850	6586900	4	KD_rep1
chr12	6586900	6586950	5	KD_rep1
chr12	6586950	6587000	5	KD_rep1
chr12	6587000	6587050	5	KD_rep1
chr12	6587050	6587100	5	KD_rep1
chr12	6587100	6587150	5	KD_rep1
chr12	6587150	6587200	5	KD_rep1
chr12	6587200	6587250	4	KD_rep1
chr12	6587250	6587300	5	KD_rep1
chr12	6587300	6587350	5	KD_rep1
chr12	6587350	6587400	5	KD_rep1
chr12	6587400	6587450	5	KD_rep1
chr12	6587450	6587500	4	KD_rep1
chr12	6587500	6587550	5	KD_rep1
chr12	6587550	6587600	6	KD_rep1
chr12	6587600	6587650	5	KD_rep1
chr12	6587650	6587700	5	KD_rep1
chr12	6587700	6587750	6	KD_rep1
chr12	6587750	6587800	4	KD_rep1
chr12	6587800	6587850	5	KD_rep1
chr12	6587850	6587900	4	KD_rep1
chr12	6587900	6587950	4	KD_rep1
chr12	6587950	6588000	4	KD_rep1
chr12	6588000	6588050	5	KD_rep1
chr12	6588050	6588100	4	KD_rep1
chr12	6588100	6588150	4	KD_rep1
chr12	6588150	6588200	5	KD_rep1
chr12	6588200	6588250	5	KD_rep1
chr12	6588250	6588300	5	KD_rep1
chr12	6588300	6588350	5	KD_rep1
chr12	6588350	6588400	5	KD_rep1
chr12	6588400	6588450	6	KD_rep1
chr12	6588450	6588500	5	KD_rep1
chr12	6588500	6588550	4	KD_rep1
chr12	6588550	6588600	5	KD_rep1
chr12	6588600	6588650	4	KD_rep1
chr12	6588650	6588700	5	KD_rep1
chr12	6588700	6588750	5	KD_rep1
chr12	6588750	6588800	5	KD_rep1
chr12	6588800	6588850	5	KD_rep1
chr12	6588850	6588900	5	KD_rep1
chr12	6588900	6588950	4	KD_rep1
chr12	6588950	6589000	5	KD_rep1
chr12	6589000	6589050	6	KD_rep1
chr12	6589050	6589100	5	KD_rep1
chr12	6589100	6589150	4	KD_rep1
chr12	6589150	6589200	5	KD_rep1
chr12	6589200	6589250	5	KD_rep1
chr12	6589250	6589300	5	KD_rep1
chr12	6589300	6589350	5	KD_rep1
chr12	6589350	6589400	5	KD_rep1
chr12	6589400	6589450	5	KD_rep1
chr12	6589450	6589500	6	KD_rep1
chr12	6589500	6589550	4	KD_rep1
chr12	6589550	6589600	6	KD_rep1
chr12	6589600	6589650	6	KD_rep1
chr12	6589650	6589700	4	KD_rep1
chr12	6589700	6589750	6	KD_rep1
chr12	6589750	6589800	4	KD_rep1
chr12	6589800	6589850	5	KD_rep1
chr12	6589850	6589900	4	KD_rep1
chr12	6589900	6589950	4	KD_rep1
chr12	6589950	6590000	6	KD_rep1
chr12	6590000	6590050	6	KD_rep1
chr12	6590050	6590100	5	KD_rep1
chr12	6590100	6590150	5	KD_rep1
chr12	6590150	6590200	5	KD_rep1
chr12	6590200	6590250	4	KD_rep1
chr12	6590250	6590300	26	KD_rep1
chr12	6590300	6590350	23	KD_rep1
chr12	6590350	6590400	5	KD_rep1
chr12	6590400	6590450	5	KD_rep1
chr12	6590450	6590500	5	KD_rep1
chr12	6590500	6590550	4	KD_rep1
chr12	6590550	6590600	5	KD_rep1
chr12	6590600	6590650	5	KD_rep1
chr12	6590650	6590700	6	KD_rep1
chr12	6590700	6590750	6	KD_rep1
chr12	6590750	6590800	4	KD_rep1
chr12	6590800	6590850	6	KD_rep1
chr12	6590850	6590900	5	KD_rep1
chr12	6590900	6590950	5	KD_rep1
chr12	6590950	6591000	4	KD_rep1
chr12	6591000	6591050	5	KD_rep1
chr12	6591050	6591100	5	KD_rep1
chr12	6591100	6591150	5	KD_rep1
chr12	6591150	6591200	5	KD_rep1
chr12	6591200	6591250	5	KD_rep1
chr12	6591250	6591300	4	KD_rep1
chr12	6591300	6591350	5	KD_rep1
chr12	6591350	6591400	5	KD_rep1
chr12	6591400	6591450	5	KD_rep1
chr12	6591450	6591500	5	KD_rep1
chr12	6591500	6591550	5	KD_rep1
chr12	6591550	6591600	5	KD_rep1
chr12	6591600	6591650	4	KD_rep1
chr12	6591650	6591700	5	KD_rep1
chr12	6591700	6591750	5	KD_rep1
chr12	6591750	6591800	4	KD_rep1
chr12	6591800	6591850	4	KD_rep1
chr12	6591850	6591900	5	KD_rep1
chr12	6591900	6591950	5	KD_rep1
chr12	6591950	6592000	5	KD_rep1
chr12	6592000	6592050	4	KD_rep1
chr12	6592050	6592100	4	KD_rep1
chr12	6592100	6592150	5	KD_rep1
chr12	6592150	6592200	5	KD_rep1
chr12	6592200	6592250	5	KD_rep1
chr12	6592250	6592300	4	KD_rep1
chr12	6592300	6592350	5	KD_rep1
chr12	6592350	6592400	4	KD_rep1
chr12	6592400	6592450	5	KD_rep1
chr12	6592450	6592500	5	KD_rep1
chr12	6592500	6592550	6	KD_rep1
chr12	6592550	6592600	5	KD_rep1
chr12	6592600	6592650	5	KD_rep1
chr12	6592650	6592700	4	KD_rep1
chr12	6592700	6592750	5	KD_rep1
chr12	6592750	6592800	5	KD_rep1
chr12	6592800	6592850	5	KD_rep1
chr12	6592850	6592900	5	KD_rep1
chr12	6592900	6592950	4	KD_rep1
chr12	6592950	6593000	5	KD_rep1
chr12	6593000	6593050	4	KD_rep1
chr12	6593050	6593100	6	KD_rep1
chr12	6593100	6593150	5	KD_rep1
chr12	6593150	6593200	5	KD_rep1
chr12	6593200	6593250	4	KD_rep1
chr12	6593250	6593300	243	KD_rep1
chr12	6593300	6593350	188	KD_rep1
chr12	6593350	6593400	183	KD_rep1
chr12	6593400	6593450	297	KD_rep1
chr12	6593450	6593500	192	KD_rep1
chr12	6593500	6593550	8	KD_rep1
chr12	6593550	6593600	8	KD_rep1
chr12	6593600	6593650	8	KD_rep1
chr12	6593650	6593700	9	KD_rep1
chr12	6593700	6593750	9	KD_rep1
chr12	6593750	6593800	8	KD_rep1
chr12	6593800	6593850	9	KD_rep1
chr12	6593850	6593900	8	KD_rep1
chr12	6593900	6593950	9	KD_rep1
chr12	6593950	6594000	8	KD_rep1
chr12	6594000	6594050	7	KD_rep1
chr12	6594050	6594100	10	KD_rep1
chr12	6594100	6594150	7	KD_rep1
chr12	6594150	6594200	8	KD_rep1
chr12	6594200	6594250	8	KD_rep1
chr12	6594250	6594300	9	KD_rep1
chr12	6594300	6594350	245	KD_rep1
chr12	6594350	6594400	232	KD_rep1
chr12	6594400	6594450	227	KD_rep1
chr12	6594450	6594500	8	KD_rep1
chr12	6594500	6594550	8	KD_rep1
chr12	6594550	6594600	9	KD_rep1
chr12	6594600	6594650	9	KD_rep1
chr12	6594650	6594700	7	KD_rep1
chr12	6594700	6594750	10	KD_rep1
chr12	6594750	6594800	11	KD_rep1
chr12	6594800	6594850	7	KD_rep1
chr12	6594850	6594900	9	KD_rep1
chr12	6594900	6594950	6	KD_rep1
chr12	6594950	6595000	9	KD_rep1
chr12	6595000	6595050	8	KD_rep1
chr12	6595050	6595100	7	KD_rep1
chr12	6595100	6595150	8	KD_rep1
chr12	6595150	6595200	9	KD_rep1
chr12	6595200	6595250	7	KD_rep1
chr12	6595250	6595300	10	KD_rep1
chr12	6595300	6595350	7	KD_rep1
chr12	6595350	6595400	7	KD_rep1
chr12	6595400	6595450	10	KD_rep1
chr12	6595450	6595500	9	KD_rep1
chr12	6595500	6595550	8	KD_rep1
chr12	6595550	6595600	10	KD_rep1
chr12	6595600	6595650	9	KD_rep1
chr12	6595650	6595700	9	KD_rep1
chr12	6595700	6595750	7	KD_rep1
chr12	6595750	6595800	7	KD_rep1
chr12	6595800	6595850	7	KD_rep1
chr12	6595850	6595900	7	KD_rep1
chr12	6595900	6595950	6	KD_rep1
chr12	6595950	6596000	10	KD_rep1
chr12	6596000	6596050	9	KD_rep1
chr12	6596050	6596100	9	KD_rep1
chr12	6596100	6596150	8	KD_rep1
chr12	6596150	6596200	6	KD_rep1
chr12	6596200	6596250	8	KD_rep1
chr12	6596250	6596300	8	KD_rep1
chr12	6596300	6596350	9	KD_rep1
chr12	6596350	6596400	8	KD_rep1
chr12	6596400	6596450	7	KD_rep1
chr12	6596450	6596500	9	KD_rep1
chr12	6596500	6596550	8	KD_rep1
chr12	6596550	6596600	7	KD_rep1
chr12	6596600	6596650	7	KD_rep1
chr12	6596650	6596700	8	KD_rep1
chr12	6596700	6596750	9	KD_rep1
chr12	6596750	6596800	8	KD_rep1
chr12	6596800	6596850	8	KD_rep1
chr12	6596850	6596900	9	KD_rep1
chr12	6596900	6596950	8	KD_rep1
chr12	6596950	6597000	8	KD_rep1
chr12	6597000	6597050	7	KD_rep1
chr12	6597050	6597100	8	KD_rep1
chr12	6597100	6597150	9	KD_rep1
chr12	6597150	6597200	7	KD_rep1
chr12	6597200	6597250	11	KD_rep1
chr12	6597250	6597300	7	KD_rep1
chr12	6597300	6597350	9	KD_rep1
chr12	6597350	6597400	9	KD_rep1
chr12	6597400	6597450	7	KD_rep1
chr12	6597450	6597500	6	KD_rep1
chr12	6597500	6597550	8	KD_rep1
chr12	6597550	6597600	9	KD_rep1
chr12	6597600	6597650	5	KD_rep1
chr12	6597650	6597700	7	KD_rep1
chr12	6597700	6597750	7	KD_rep1
chr12	6597750	6597800	7	KD_rep1
chr12	6597800	6597850	10	KD_rep1
chr12	6597850	6597900	8	KD_rep1
chr12	6597900	6597950	10	KD_rep1
chr12	6597950	6598000	7	KD_rep1
chr12	6598000	6598050	9	KD_rep1
chr12	6598050	6598100	8	KD_rep1
chr12	6598100	6598150	9	KD_rep1
chr12	6598150	6598200	8	KD_rep1
chr12	6598200	6598250	6	KD_rep1
chr12	6598250	6598300	8	KD_rep1
chr12	6598300	6598350	8	KD_rep1
chr12	6598350	6598400	7	KD_rep1
chr12	6598400	6598450	6	KD_rep1
chr12	6598450	6598500	6	KD_rep1
chr12	6598500	6598550	7	KD_rep1
chr12	6598550	6598600	8	KD_rep1
chr12	6598600	6598650	11	KD_rep1
chr12	6598650	6598700	8	KD_rep1
chr12	6598700	6598750	9	KD_rep1
chr12	6598750	6598800	7	KD_rep1
chr12	6598800	6598850	7	KD_rep1
chr12	6598850	6598900	8	KD_rep1
chr12	6598900	6598950	7	KD_rep1
chr12	6598950	6599000	10	KD_rep1
chr12	6599000	6599050	9	KD_rep1
chr12	6599050	6599100	10	KD_rep1
chr12	6599100	6599150	9	KD_rep1
chr12	6599150	6599200	9	KD_rep1
chr12	6599200	6599250	9	KD_rep1
chr12	6599250	6599300	9	KD_rep1
chr12	6599300	6599350	8	KD_rep1
chr12	6599350	6599400	7	KD_rep1
chr12	6599400	6599450	9	KD_rep1
chr12	6599450	6599500	9	KD_rep1
chr12	6599500	6599550	9	KD_rep1
chr12	6599550	6599600	7	KD_rep1
chr12	6599600	6599650	6	KD_rep1
chr12	6599650	6599700	9	KD_rep1
chr12	6599700	6599750	8	KD_rep1
chr12	6599750	6599800	8	KD_rep1
chr12	6599800	6599850	6	KD_rep1
chr12	6599850	6599900	8	KD_rep1
chr12	6599900	6599950	8	KD_rep1
chr12	6599950	6600000	7	KD_rep1
chr12	6600000	6600050	11	KD_rep1
chr12	6600050	6600100	9	KD_rep1
chr12	6600100	6600150	9	KD_rep1
chr12	6600150	6600200	6	KD_rep1
chr12	6600200	6600250	9	KD_rep1
chr12	6600250	6600300	8	KD_rep1
chr12	6600300	6600350	6	KD_rep1
chr12	6600350	6600400	11	KD_rep1
chr12	6600400	6600450	9	KD_rep1
chr12	6600450	6600500	9	KD_rep1
chr12	6600500	6600550	7	KD_rep1
chr12	6600550	6600600	9	KD_rep1
chr12	6600600	6600650	8	KD_rep1
chr12	6600650	6600700	7	KD_rep1
chr12	6600700	6600750	8	KD_rep1
chr12	6600750	6600800	8	KD_rep1
chr12	6600800	6600850	8	KD_rep1
chr12	6600850	6600900	9	KD_rep1
chr12	6600900	6600950	10	KD_rep1
chr12	6600950	6601000	8	KD_rep1
chr12	6601000	6601050	9	KD_rep1
chr12	6601050	6601100	8	KD_rep1
chr12	6601100	6601150	9	KD_rep1
chr12	6601150	6601200	10	KD_rep1
chr12	6601200	6601250	7	KD_rep1
chr12	6601250	6601300	7	KD_rep1
chr12	6601300	6601350	10	KD_rep1
chr12	6601350	6601400	9	KD_rep1
chr12	6601400	6601450	7	KD_rep1
chr12	6601450	6601500	9	KD_rep1
chr12	6601500	6601550	7	KD_rep1
chr12	6601550	6601600	9	KD_rep1
chr12	6601600	6601650	8	KD_rep1
chr12	6601650	6601700	7	KD_rep1
chr12	6601700	6601750	9	KD_rep1
chr12	6601750	6601800	10	KD_rep1
chr12	6601800	6601850	8	KD_rep1
chr12	6601850	6601900	9	KD_rep1
chr12	6601900	6601950	6	KD_rep1
chr12	6601950	6602000	8	KD_rep1
chr12	6602000	6602050	8	KD_rep1
chr12	6602050	6602100	8	KD_rep1
chr12	6602100	6602150	8	KD_rep1
chr12	6602150	6602200	7	KD_rep1
chr12	6602200	6602250	9	KD_rep1
chr12	6602250	6602300	10	KD_rep1
chr12	6602300	6602350	7	KD_rep1
chr12	6602350	6602400	7	KD_rep1
chr12	6602400	6602450	6	KD_rep1
chr12	6602450	6602500	8	KD_rep1
chr12	6602500	6602550	7	KD_rep1
chr12	6602550	6602600	9	KD_rep1
chr12	6602600	6602650	9	KD_rep1
chr12	6602650	6602700	9	KD_rep1
chr12	6602700	6602750	6	KD_rep1
chr12	6602750	6602800	9	KD_rep1
chr12	6602800	6602850	9	KD_rep1
chr12	6602850	6602900	7	KD_rep1
chr12	6602900	6602950	7	KD_rep1
chr12	6602950	6603000	9	KD_rep1
chr12	6603000	6603050	6	KD_rep1
chr12	6603050	6603100	9	KD_rep1
chr12	6603100	6603150	7	KD_rep1
chr12	6603150	6603200	7	KD_rep1
chr12	6603200	6603250	10	KD_rep1
chr12	6603250	6603300	8	KD_rep1
chr12	6603300	6603350	8	KD_rep1
chr12	6603350	6603400	9	KD_rep1
chr12	6603400	6603450	8	KD_rep1
chr12	6603450	6603500	9	KD_rep1
chr12	6603500	6603550	8	KD_rep1
chr12	6603550	6603600	10	KD_rep1
chr12	6603600	6603650	8	KD_rep1
chr12	6603650	6603700	7	KD_rep1
chr12	6603700	6603750	9	KD_rep1
chr12	6603750	6603800	9	KD_rep1
chr12	6603800	6603850	9	KD_rep1
chr12	6603850	6603900	8	KD_rep1
chr12	6603900	6603950	7	KD_rep1
chr12	6603950	6604000	8	KD_rep1
chr12	6604000	6604050	8	KD_rep1
chr12	6604050	6604100	176	KD_rep1
chr12	6604100	6604150	218	KD_rep1
chr12	6604150	6604200	150	KD_rep1
chr12	6604200	6604250	207	KD_rep1
chr12	6604250	6604300	5	KD_rep1
chr12	6604300	6604350	6	KD_rep1
chr12	6604350	6604400	6	KD_rep1
chr12	6604400	6604450	7	KD_rep1
chr12	6604450	6604500	7	KD_rep1
chr12	6604500	6604550	8	KD_rep1
chr12	6604550	6604600	7	KD_rep1
chr12	6604600	6604650	6	KD_rep1
chr12	6604650	6604700	8	KD_rep1
chr12	6604700	6604750	6	KD_rep1
chr12	6604750	6604800	7	KD_rep1
chr12	6604800	6604850	6	KD_rep1
chr12	6604850	6604900	6	KD_rep1
chr12	6604900	6604950	7	KD_rep1
chr12	6604950	6605000	5	KD_rep1
chr12	6605000	6605050	7	KD_rep1
chr12	6605050	6605100	6	KD_rep1
chr12	6605100	6605150	7	KD_rep1
chr12	6605150	6605200	8	KD_rep1
chr12	6605200	6605250	7	KD_rep1
chr12	6605250	6605300	7	KD_rep1
chr12	6605300	6605350	7	KD_rep1
chr12	6605350	6605400	8	KD_rep1
chr12	6605400	6605450	8	KD_rep1
chr12	6605450	6605500	5	KD_rep1
chr12	6605500	6605550	122	KD_rep1
chr12	6605550	6605600	170	KD_rep1
chr12	6605600	6605650	154	KD_rep1
chr12	6605650	6605700	7	KD_rep1
chr12	6605700	6605750	5	KD_rep1
chr12	6605750	6605800	5	KD_rep1
chr12	6605800	6605850	6	KD_rep1
chr12	6605850	6605900	6	KD_rep1
chr12	6605900	6605950	5	KD_rep1
chr12	6605950	6606000	5	KD_rep1
chr12	6606000	6606050	6	KD_rep1
chr12	6606050	6606100	5	KD_rep1
chr12	6606100	6606150	5	KD_rep1
chr12	6606150	6606200	6	KD_rep1
chr12	6606200	6606250	7	KD_rep1
chr12	6606250	6606300	6	KD_rep1
chr12	6606300	6606350	5	KD_rep1
chr12	6606350	6606400	5	KD_rep1
chr12	6606400	6606450	5	KD_rep1
chr12	6606450	6606500	6	KD_rep1
chr12	6606500	6606550	6	KD_rep1
chr12	6606550	6606600	7	KD_rep1
chr12	6606600	6606650	6	KD_rep1
chr12	6606650	6606700	6	KD_rep1
chr12	6606700	6606750	7	KD_rep1
chr12	6606750	6606800	6	KD_rep1
chr12	6606800	6606850	5	KD_rep1
chr12	6606850	6606900	7	KD_rep1
chr12	6606900	6606950	7	KD_rep1
chr12	6606950	6607000	6	KD_rep1
chr12	6607000	6607050	7	KD_rep1
chr12	6607050	6607100	5	KD_rep1
chr12	6607100	6607150	6	KD_rep1
chr12	6607150	6607200	6	KD_rep1
chr12	6607200	6607250	6	KD_rep1
chr12	6607250	6607300	6	KD_rep1
chr12	6607300	6607350	6	KD_rep1
chr12	6607350	6607400	5	KD_rep1
chr12	6607400	6607450	4	KD_rep1
chr12	6607450	6607500	6	KD_rep1
chr12	6607500	6607550	6	KD_rep1
chr12	6607550	6607600	5	KD_rep1
chr12	6607600	6607650	5	KD_rep1
chr12	6607650	6607700	6	KD_rep1
chr12	6607700	6607750	6	KD_rep1
chr12	6607750	6607800	6	KD_rep1
chr12	6607800	6607850	5	KD_rep1
chr12	6607850	6607900	6	KD_rep1
chr12	6607900	6607950	7	KD_rep1
chr12	6607950	6608000	6	KD_rep1
chr12	6608000	6608050	6	KD_rep1
chr12	6608050	6608100	6	KD_rep1
chr12	6608100	6608150	5	KD_rep1
chr12	6608150	6608200	7	KD_rep1
chr12	6608200	6608250	5	KD_rep1
chr12	6608250	6608300	5	KD_rep1
chr12	6608300	6608350	7	KD_rep1
chr12	6608350	6608400	7	KD_rep1
chr12	6608400	6608450	5	KD_rep1
chr12	6608450	6608500	5	KD_rep1
chr12	6608500	6608550	5	KD_rep1
chr12	6608550	6608600	7	KD_rep1
chr12	6608600	6608650	6	KD_rep1
chr12	6608650	6608700	5	KD_rep1
chr12	6608700	6608750	7	KD_rep1
chr12	6608750	6608800	5	KD_rep1
chr12	6608800	6608850	6	KD_rep1
chr12	6608850	6608900	6	KD_rep1
chr12	6608900	6608950	6	KD_rep1
chr12	6608950	6609000	6	KD_rep1
chr12	6609000	6609050	5	KD_rep1
chr12	6609050	6609100	7	KD_rep1
chr12	6609100	6609150	6	KD_rep1
chr12	6609150	6609200	6	KD_rep1
chr12	6609200	6609250	6	KD_rep1
chr12	6609250	6609300	6	KD_rep1
chr12	6609300	6609350	6	KD_rep1
chr12	6609350	6609400	5	KD_rep1
chr12	6609400	6609450	6	KD_rep1
chr12	6609450	6609500	5	KD_rep1
chr12	6609500	6609550	5	KD_rep1
chr12	6609550	6609600	6	KD_rep1
chr12	6609600	6609650	5	KD_rep1
chr12	6609650	6609700	5	KD_rep1
chr12	6609700	6609750	5	KD_rep1
chr12	6609750	6609800	132	KD_rep1
chr12	6609800	6609850	127	KD_rep1
chr12	6609850	6609900	125	KD_rep1
chr12	6609900	6609950	141	KD_rep1
chr12	6609950	6610000	126	KD_rep1
chr12	6610000	6610050	138	KD_rep1
chr12	6610050	6610100	127	KD_rep1
chr12	6610100	6610101	128	KD_rep1
chr12	6571000	6571050	339	KD_rep2
chr12	6571050	6571100	296	KD_rep2
chr12	6571100	6571150	239	KD_rep2
chr12	6571150	6571200	220	KD_rep2
chr12	6571200	6571250	242	KD_rep2
chr12	6571250	6571300	267	KD_rep2
chr12	6571300	6571350	263	KD_rep2
chr12	6571350	6571400	242	KD_rep2
chr12	6571400	6571450	281	KD_rep2
chr12	6571450	6571500	12	KD_rep2
chr12	6571500	6571550	12	KD_rep2
chr12	6571550	6571600	11	KD_rep2
chr12	6571600	6571650	9	KD_rep2
chr12	6571650	6571700	10	KD_rep2
chr12	6571700	6571750	9	KD_rep2
chr12	6571750	6571800	9	KD_rep2
chr12	6571800	6571850	10	KD_rep2
chr12	6571850	6571900	11	KD_rep2
chr12	6571900	6571950	12	KD_rep2
chr12	6571950	6572000	8	KD_rep2
chr12	6572000	6572050	9	KD_rep2
chr12	6572050	6572100	11	KD_rep2
chr12	6572100	6572150	12	KD_rep2
chr12	6572150	6572200	12	KD_rep2
chr12	6572200	6572250	10	KD_rep2
chr12	6572250	6572300	10	KD_rep2
chr12	6572300	6572350	12	KD_rep2
chr12	6572350	6572400	12	KD_rep2
chr12	6572400	6572450	11	KD_rep2
chr12	6572450	6572500	10	KD_rep2
chr12	6572500	6572550	10	KD_rep2
chr12	6572550	6572600	14	KD_rep2
chr12	6572600	6572650	10	KD_rep2
chr12	6572650	6572700	9	KD_rep2
chr12	6572700	6572750	13	KD_rep2
chr12	6572750	6572800	10	KD_rep2
chr12	6572800	6572850	9	KD_rep2
chr12	6572850	6572900	12	KD_rep2
chr12	6572900	6572950	12	KD_rep2
chr12	6572950	6573000	11	KD_rep2
chr12	6573000	6573050	10	KD_rep2
chr12	6573050	6573100	11	KD_rep2
chr12	6573100	6573150	8	KD_rep2
chr12	6573150	6573200	13	KD_rep2
chr12	6573200	6573250	11	KD_rep2
chr12	6573250	6573300	11	KD_rep2
chr12	6573300	6573350	9	KD_rep2
chr12	6573350	6573400	14	KD_rep2
chr12	6573400	6573450	10	KD_rep2
chr12	6573450	6573500	10	KD_rep2
chr12	6573500	6573550	10	KD_rep2
chr12	6573550	6573600	9	KD_rep2
chr12	6573600	6573650	9	KD_rep2
chr12	6573650	6573700	11	KD_rep2
chr12	6573700	6573750	8	KD_rep2
chr12	6573750	6573800	11	KD_rep2
chr12	6573800	6573850	12	KD_rep2
chr12	6573850	6573900	7	KD_rep2
chr12	6573900	6573950	10	KD_rep2
chr12	6573950	6574000	11	KD_rep2
chr12	6574000	6574050	10	KD_rep2
chr12	6574050	6574100	13	KD_rep2
chr12	6574100	6574150	9	KD_rep2
chr12	6574150	6574200	13	KD_rep2
chr12	6574200	6574250	11	KD_rep2
chr12	6574250	6574300	10	KD_rep2
chr12	6574300	6574350	12	KD_rep2
chr12	6574350	6574400	10	KD_rep2
chr12	6574400	6574450	11	KD_rep2
chr12	6574450	6574500	9	KD_rep2
chr12	6574500	6574550	10	KD_rep2
chr12	6574550	6574600	10	KD_rep2
chr12	6574600	6574650	12	KD_rep2
chr12	6574650	6574700	10	KD_rep2
chr12	6574700	6574750	9	KD_rep2
chr12	6574750	6574800	10	KD_rep2
chr12	6574800	6574850	10	KD_rep2
chr12	6574850	6574900	12	KD_rep2
chr12	6574900	6574950	12	KD_rep2
chr12	6574950	6575000	10	KD_rep2
chr12	6575000	6575050	11	KD_rep2
chr12	6575050	6575100	11	KD_rep2
chr12	6575100	6575150	13	KD_rep2
chr12	6575150	6575200	9	KD_rep2
chr12	6575200	6575250	13	KD_rep2
chr12	6575250	6575300	12	KD_rep2
chr12	6575300	6575350	8	KD_rep2
chr12	6575350	6575400	9	KD_rep2
chr12	6575400	6575450	12	KD_rep2
chr12	6575450	6575500	11	KD_rep2
chr12	6575500	6575550	11	KD_rep2
chr12	6575550	6575600	11	KD_rep2
chr12	6575600	6575650	12	KD_rep2
chr12	6575650	6575700	9	KD_rep2
chr12	6575700	6575750	12	KD_rep2
chr12	6575750	6575800	13	KD_rep2
chr12	6575800	6575850	14	KD_rep2
chr12	6575850	6575900	12	KD_rep2
chr12	6575900	6575950	11	KD_rep2
chr12	6575950	6576000	9	KD_rep2
chr12	6576000	6576050	12	KD_rep2
chr12	6576050	6576100	8	KD_rep2
chr12	6576100	6576150	11	KD_rep2
chr12	6576150	6576200	12	KD_rep2
chr12	6576200	6576250	10	KD_rep2
chr12	6576250	6576300	10	KD_rep2
chr12	6576300	6576350	10	KD_rep2
chr12	6576350	6576400	12	KD_rep2
chr12	6576400	6576450	10	KD_rep2
chr12	6576450	6576500	15	KD_rep2
chr12	6576500	6576550	10	KD_rep2
chr12	6576550	6576600	11	KD_rep2
chr12	6576600	6576650	8	KD_rep2
chr12	6576650	6576700	13	KD_rep2
chr12	6576700	6576750	9	KD_rep2
chr12	6576750	6576800	11	KD_rep2
chr12	6576800	6576850	10	KD_rep2
chr12	6576850	6576900	10	KD_rep2
chr12	6576900	6576950	10	KD_rep2
chr12	6576950	6577000	12	KD_rep2
chr12	6577000	6577050	12	KD_rep2
chr12	6577050	6577100	10	KD_rep2
chr12	6577100	6577150	10	KD_rep2
chr12	6577150	6577200	13	KD_rep2
chr12	6577200	6577250	10	KD_rep2
chr12	6577250	6577300	12	KD_rep2
chr12	6577300	6577350	8	KD_rep2
chr12	6577350	6577400	9	KD_rep2
chr12	6577400	6577450	12	KD_rep2
chr12	6577450	6577500	10	KD_rep2
chr12	6577500	6577550	12	KD_rep2
chr12	6577550	6577600	10	KD_rep2
chr12	6577600	6577650	11	KD_rep2
chr12	6577650	6577700	12	KD_rep2
chr12	6577700	6577750	12	KD_rep2
chr12	6577750	6577800	12	KD_rep2
chr12	6577800	6577850	13	KD_rep2
chr12	6577850	6577900	11	KD_rep2
chr12	6577900	6577950	11	KD_rep2
chr12	6577950	6578000	12	KD_rep2
chr12	6578000	6578050	12	KD_rep2
chr12	6578050	6578100	12	KD_rep2
chr12	6578100	6578150	11	KD_rep2
chr12	6578150	6578200	9	KD_rep2
chr12	6578200	6578250	8	KD_rep2
chr12	6578250	6578300	9	KD_rep2
chr12	6578300	6578350	10	KD_rep2
chr12	6578350	6578400	11	KD_rep2
chr12	6578400	6578450	9	KD_rep2
chr12	6578450	6578500	10	KD_rep2
chr12	6578500	6578550	13	KD_rep2
chr12	6578550	6578600	12	KD_rep2
chr12	6578600	6578650	10	KD_rep2
chr12	6578650	6578700	13	KD_rep2
chr12	6578700	6578750	9	KD_rep2
chr12	6578750	6578800	11	KD_rep2
chr12	6578800	6578850	13	KD_rep2
chr12	6578850	6578900	12	KD_rep2
chr12	6578900	6578950	11	KD_rep2
chr12	6578950	6579000	10	KD_rep2
chr12	6579000	6579050	10	KD_rep2
chr12	6579050	6579100	8	KD_rep2
chr12	6579100	6579150	13	KD_rep2
