chrom	start	end	position	coverage	sample	gene_region
MN908947.3	13000	13200	13100	11744.72	SAMPLE_35	ORF1ab
MN908947.3	13200	13400	13300	11625.84	SAMPLE_35	ORF1ab
MN908947.3	13400	13600	13500	4212.18	SAMPLE_35	ORF1ab
MN908947.3	13600	13800	13700	3630.49	SAMPLE_35	ORF1ab
MN908947.3	13800	14000	13900	3786.27	SAMPLE_35	ORF1ab
MN908947.3	14000	14200	14100	4791.59	SAMPLE_35	ORF1ab
MN908947.3	14200	14400	14300	4162.03	SAMPLE_35	ORF1ab
MN908947.3	14400	14600	14500	3718.73	SAMPLE_35	ORF1ab
MN908947.3	14600	14800	14700	5517.32	SAMPLE_35	ORF1ab
MN908947.3	14800	15000	14900	4350.83	SAMPLE_35	ORF1ab
MN908947.3	15000	15200	15100	1643.99	SAMPLE_35	ORF1ab
MN908947.3	15200	15400	15300	4521.81	SAMPLE_35	ORF1ab
MN908947.3	15400	15600	15500	5313.43	SAMPLE_35	ORF1ab
MN908947.3	15600	15800	15700	3902.88	SAMPLE_35	ORF1ab
MN908947.3	15800	16000	15900	6181.61	SAMPLE_35	ORF1ab
MN908947.3	16000	16200	16100	7088.94	SAMPLE_35	ORF1ab
MN908947.3	16200	16400	16300	3909.98	SAMPLE_35	ORF1ab
MN908947.3	16400	16600	16500	3859.22	SAMPLE_35	ORF1ab
MN908947.3	16600	16800	16700	4192.12	SAMPLE_35	ORF1ab
MN908947.3	16800	17000	16900	6749.5	SAMPLE_35	ORF1ab
MN908947.3	17000	17200	17100	10669.85	SAMPLE_35	ORF1ab
MN908947.3	17200	17400	17300	7741.13	SAMPLE_35	ORF1ab
MN908947.3	17400	17600	17500	4739.31	SAMPLE_35	ORF1ab
MN908947.3	17600	17800	17700	4593.86	SAMPLE_35	ORF1ab
MN908947.3	17800	18000	17900	3401.9	SAMPLE_35	ORF1ab
MN908947.3	18000	18200	18100	4970.11	SAMPLE_35	ORF1ab
MN908947.3	18200	18400	18300	4804.81	SAMPLE_35	ORF1ab
MN908947.3	18400	18600	18500	5721.97	SAMPLE_35	ORF1ab
MN908947.3	18600	18800	18700	7201.19	SAMPLE_35	ORF1ab
MN908947.3	18800	19000	18900	7086.97	SAMPLE_35	ORF1ab
MN908947.3	19000	19200	19100	3543.7	SAMPLE_35	ORF1ab
MN908947.3	19200	19400	19300	1426.89	SAMPLE_35	ORF1ab
MN908947.3	19400	19600	19500	228.58	SAMPLE_35	ORF1ab
MN908947.3	19600	19800	19700	3151.28	SAMPLE_35	ORF1ab
MN908947.3	19800	20000	19900	2954.72	SAMPLE_35	ORF1ab
MN908947.3	20000	20200	20100	886.33	SAMPLE_35	ORF1ab
MN908947.3	20200	20400	20300	535.02	SAMPLE_35	ORF1ab
MN908947.3	20400	20600	20500	2805.11	SAMPLE_35	ORF1ab
MN908947.3	20600	20800	20700	3792.42	SAMPLE_35	ORF1ab
MN908947.3	20800	21000	20900	5773.3	SAMPLE_35	ORF1ab
MN908947.3	21000	21200	21100	2929.78	SAMPLE_35	ORF1ab
MN908947.3	21200	21400	21300	380.48	SAMPLE_35	ORF1ab
MN908947.3	21400	21600	21500	1417.07	SAMPLE_35	ORF1ab
MN908947.3	21600	21800	21700	3156.63	SAMPLE_35	S
MN908947.3	21800	22000	21900	2382.76	SAMPLE_35	S
MN908947.3	22000	22200	22100	2033.08	SAMPLE_35	S
MN908947.3	22200	22400	22300	1433.73	SAMPLE_35	S
MN908947.3	22400	22600	22500	891.18	SAMPLE_35	S
MN908947.3	22600	22800	22700	2306.78	SAMPLE_35	S
MN908947.3	22800	23000	22900	2120.79	SAMPLE_35	S
MN908947.3	23000	23200	23100	2887.27	SAMPLE_35	S
MN908947.3	23200	23400	23300	4682.47	SAMPLE_35	S
MN908947.3	23400	23600	23500	5855.87	SAMPLE_35	S
MN908947.3	23600	23800	23700	2482.1	SAMPLE_35	S
MN908947.3	23800	24000	23900	1876.98	SAMPLE_35	S
MN908947.3	24000	24200	24100	2936.84	SAMPLE_35	S
MN908947.3	24200	24400	24300	3376.22	SAMPLE_35	S
MN908947.3	24400	24600	24500	2669.62	SAMPLE_35	S
MN908947.3	24600	24800	24700	4732.06	SAMPLE_35	S
MN908947.3	24800	25000	24900	4968.74	SAMPLE_35	S
MN908947.3	25000	25200	25100	6958.28	SAMPLE_35	S
MN908947.3	25200	25400	25300	7101.82	SAMPLE_35	S
MN908947.3	25400	25600	25500	2450.3	SAMPLE_35	ORF3a
MN908947.3	25600	25800	25700	6204.71	SAMPLE_35	ORF3a
MN908947.3	25800	26000	25900	5285.48	SAMPLE_35	ORF3a
MN908947.3	26000	26200	26100	1858.28	SAMPLE_35	ORF3a
MN908947.3	26200	26400	26300	3850.08	SAMPLE_35	E
MN908947.3	26400	26600	26500	4170.81	SAMPLE_35	intergenic
MN908947.3	26600	26800	26700	3252.02	SAMPLE_35	M
MN908947.3	26800	27000	26900	5351.92	SAMPLE_35	M
MN908947.3	27000	27200	27100	4510.35	SAMPLE_35	M
MN908947.3	27200	27400	27300	2730.22	SAMPLE_35	ORF6
MN908947.3	27400	27600	27500	2146.95	SAMPLE_35	ORF7a
MN908947.3	27600	27800	27700	391.08	SAMPLE_35	ORF7a
MN908947.3	27800	28000	27900	2399.25	SAMPLE_35	ORF8
MN908947.3	28000	28200	28100	3221.63	SAMPLE_35	ORF8
MN908947.3	28200	28400	28300	3824.25	SAMPLE_35	N
MN908947.3	28400	28600	28500	4119.81	SAMPLE_35	N
MN908947.3	28600	28800	28700	3963.36	SAMPLE_35	N
MN908947.3	28800	29000	28900	1823.35	SAMPLE_35	N
MN908947.3	29000	29200	29100	2952.97	SAMPLE_35	N
MN908947.3	29200	29400	29300	3405.14	SAMPLE_35	N
MN908947.3	29400	29600	29500	4158.45	SAMPLE_35	N
MN908947.3	29600	29800	29700	4476.3	SAMPLE_35	3'UTR
MN908947.3	29800	29903	29851	754.6	SAMPLE_35	3'UTR
MN908947.3	0	200	100	1994.82	SAMPLE_43	5'UTR
MN908947.3	200	400	300	4412.84	SAMPLE_43	ORF1ab
MN908947.3	400	600	500	6404.53	SAMPLE_43	ORF1ab
MN908947.3	600	800	700	7680.64	SAMPLE_43	ORF1ab
MN908947.3	800	1000	900	4938.97	SAMPLE_43	ORF1ab
MN908947.3	1000	1200	1100	4506.45	SAMPLE_43	ORF1ab
MN908947.3	1200	1400	1300	3482.28	SAMPLE_43	ORF1ab
MN908947.3	1400	1600	1500	1273.08	SAMPLE_43	ORF1ab
MN908947.3	1600	1800	1700	3037.3	SAMPLE_43	ORF1ab
MN908947.3	1800	2000	1900	2925.7	SAMPLE_43	ORF1ab
MN908947.3	2000	2200	2100	1348.75	SAMPLE_43	ORF1ab
MN908947.3	2200	2400	2300	2651.13	SAMPLE_43	ORF1ab
MN908947.3	2400	2600	2500	3624.42	SAMPLE_43	ORF1ab
MN908947.3	2600	2800	2700	1045.07	SAMPLE_43	ORF1ab
MN908947.3	2800	3000	2900	6787.79	SAMPLE_43	ORF1ab
MN908947.3	3000	3200	3100	7131.16	SAMPLE_43	ORF1ab
MN908947.3	3200	3400	3300	4888.81	SAMPLE_43	ORF1ab
MN908947.3	3400	3600	3500	4098.93	SAMPLE_43	ORF1ab
MN908947.3	3600	3800	3700	1595.94	SAMPLE_43	ORF1ab
MN908947.3	3800	4000	3900	3930.6	SAMPLE_43	ORF1ab
MN908947.3	4000	4200	4100	7808.2	SAMPLE_43	ORF1ab
MN908947.3	4200	4400	4300	9846.73	SAMPLE_43	ORF1ab
MN908947.3	4400	4600	4500	6083.4	SAMPLE_43	ORF1ab
MN908947.3	4600	4800	4700	5906.38	SAMPLE_43	ORF1ab
MN908947.3	4800	5000	4900	5227.03	SAMPLE_43	ORF1ab
MN908947.3	5000	5200	5100	911.04	SAMPLE_43	ORF1ab
MN908947.3	5200	5400	5300	6263.88	SAMPLE_43	ORF1ab
MN908947.3	5400	5600	5500	9095.77	SAMPLE_43	ORF1ab
MN908947.3	5600	5800	5700	9817.19	SAMPLE_43	ORF1ab
MN908947.3	5800	6000	5900	5486.54	SAMPLE_43	ORF1ab
MN908947.3	6000	6200	6100	2666.84	SAMPLE_43	ORF1ab
MN908947.3	6200	6400	6300	15478.08	SAMPLE_43	ORF1ab
MN908947.3	6400	6600	6500	10661.55	SAMPLE_43	ORF1ab
MN908947.3	6600	6800	6700	5991.53	SAMPLE_43	ORF1ab
MN908947.3	6800	7000	6900	1777.2	SAMPLE_43	ORF1ab
MN908947.3	7000	7200	7100	2344.11	SAMPLE_43	ORF1ab
MN908947.3	7200	7400	7300	4963.43	SAMPLE_43	ORF1ab
MN908947.3	7400	7600	7500	9709.57	SAMPLE_43	ORF1ab
MN908947.3	7600	7800	7700	7649.19	SAMPLE_43	ORF1ab
MN908947.3	7800	8000	7900	6788.81	SAMPLE_43	ORF1ab
MN908947.3	8000	8200	8100	8732.13	SAMPLE_43	ORF1ab
MN908947.3	8200	8400	8300	7605.99	SAMPLE_43	ORF1ab
MN908947.3	8400	8600	8500	3893.99	SAMPLE_43	ORF1ab
MN908947.3	8600	8800	8700	3371.28	SAMPLE_43	ORF1ab
MN908947.3	8800	9000	8900	5271.31	SAMPLE_43	ORF1ab
MN908947.3	9000	9200	9100	7697.34	SAMPLE_43	ORF1ab
MN908947.3	9200	9400	9300	7275.46	SAMPLE_43	ORF1ab
MN908947.3	9400	9600	9500	12228.85	SAMPLE_43	ORF1ab
MN908947.3	9600	9800	9700	9593.74	SAMPLE_43	ORF1ab
MN908947.3	9800	10000	9900	3559.51	SAMPLE_43	ORF1ab
MN908947.3	10000	10200	10100	5325.48	SAMPLE_43	ORF1ab
MN908947.3	10200	10400	10300	5400.78	SAMPLE_43	ORF1ab
MN908947.3	10400	10600	10500	5701.43	SAMPLE_43	ORF1ab
MN908947.3	10600	10800	10700	9049.03	SAMPLE_43	ORF1ab
MN908947.3	10800	11000	10900	7572.77	SAMPLE_43	ORF1ab
MN908947.3	11000	11200	11100	10687.45	SAMPLE_43	ORF1ab
MN908947.3	11200	11400	11300	16222.22	SAMPLE_43	ORF1ab
MN908947.3	11400	11600	11500	9536.13	SAMPLE_43	ORF1ab
MN908947.3	11600	11800	11700	8297.93	SAMPLE_43	ORF1ab
MN908947.3	11800	12000	11900	6930.61	SAMPLE_43	ORF1ab
MN908947.3	12000	12200	12100	8673.56	SAMPLE_43	ORF1ab
MN908947.3	12200	12400	12300	7871.34	SAMPLE_43	ORF1ab
MN908947.3	12400	12600	12500	10609.7	SAMPLE_43	ORF1ab
MN908947.3	12600	12800	12700	11496.65	SAMPLE_43	ORF1ab
MN908947.3	12800	13000	12900	5900.39	SAMPLE_43	ORF1ab
MN908947.3	13000	13200	13100	14864.72	SAMPLE_43	ORF1ab
MN908947.3	13200	13400	13300	14246.71	SAMPLE_43	ORF1ab
MN908947.3	13400	13600	13500	3353.8	SAMPLE_43	ORF1ab
MN908947.3	13600	13800	13700	2843.16	SAMPLE_43	ORF1ab
MN908947.3	13800	14000	13900	3848.21	SAMPLE_43	ORF1ab
MN908947.3	14000	14200	14100	6158.58	SAMPLE_43	ORF1ab
MN908947.3	14200	14400	14300	6152.13	SAMPLE_43	ORF1ab
MN908947.3	14400	14600	14500	5666.29	SAMPLE_43	ORF1ab
MN908947.3	14600	14800	14700	8465.82	SAMPLE_43	ORF1ab
MN908947.3	14800	15000	14900	6279.18	SAMPLE_43	ORF1ab
MN908947.3	15000	15200	15100	2002.62	SAMPLE_43	ORF1ab
MN908947.3	15200	15400	15300	5434.19	SAMPLE_43	ORF1ab
MN908947.3	15400	15600	15500	7204.12	SAMPLE_43	ORF1ab
MN908947.3	15600	15800	15700	6027.05	SAMPLE_43	ORF1ab
MN908947.3	15800	16000	15900	9209.26	SAMPLE_43	ORF1ab
MN908947.3	16000	16200	16100	9782.43	SAMPLE_43	ORF1ab
MN908947.3	16200	16400	16300	4561.48	SAMPLE_43	ORF1ab
MN908947.3	16400	16600	16500	4199.65	SAMPLE_43	ORF1ab
MN908947.3	16600	16800	16700	4783.8	SAMPLE_43	ORF1ab
MN908947.3	16800	17000	16900	9792.06	SAMPLE_43	ORF1ab
MN908947.3	17000	17200	17100	15544.04	SAMPLE_43	ORF1ab
MN908947.3	17200	17400	17300	11383.39	SAMPLE_43	ORF1ab
MN908947.3	17400	17600	17500	7073.86	SAMPLE_43	ORF1ab
MN908947.3	17600	17800	17700	6485.47	SAMPLE_43	ORF1ab
MN908947.3	17800	18000	17900	4516.16	SAMPLE_43	ORF1ab
MN908947.3	18000	18200	18100	7398.87	SAMPLE_43	ORF1ab
MN908947.3	18200	18400	18300	7285.07	SAMPLE_43	ORF1ab
MN908947.3	18400	18600	18500	8505.9	SAMPLE_43	ORF1ab
MN908947.3	18600	18800	18700	11116.92	SAMPLE_43	ORF1ab
MN908947.3	18800	19000	18900	10404.26	SAMPLE_43	ORF1ab
MN908947.3	19000	19200	19100	4647.8	SAMPLE_43	ORF1ab
MN908947.3	19200	19400	19300	1838.1	SAMPLE_43	ORF1ab
MN908947.3	19400	19600	19500	289.04	SAMPLE_43	ORF1ab
MN908947.3	19600	19800	19700	3779.27	SAMPLE_43	ORF1ab
MN908947.3	19800	20000	19900	2765.02	SAMPLE_43	ORF1ab
MN908947.3	20000	20200	20100	180.66	SAMPLE_43	ORF1ab
MN908947.3	20200	20400	20300	368.6	SAMPLE_43	ORF1ab
MN908947.3	20400	20600	20500	3113.7	SAMPLE_43	ORF1ab
MN908947.3	20600	20800	20700	4562.98	SAMPLE_43	ORF1ab
MN908947.3	20800	21000	20900	7788.02	SAMPLE_43	ORF1ab
MN908947.3	21000	21200	21100	4260.44	SAMPLE_43	ORF1ab
MN908947.3	21200	21400	21300	388.45	SAMPLE_43	ORF1ab
MN908947.3	21400	21600	21500	1236.57	SAMPLE_43	ORF1ab
MN908947.3	21600	21800	21700	3628.48	SAMPLE_43	S
MN908947.3	21800	22000	21900	3193.67	SAMPLE_43	S
MN908947.3	22000	22200	22100	2715.57	SAMPLE_43	S
MN908947.3	22200	22400	22300	1865.12	SAMPLE_43	S
MN908947.3	22400	22600	22500	1096.16	SAMPLE_43	S
MN908947.3	22600	22800	22700	3168.6	SAMPLE_43	S
MN908947.3	22800	23000	22900	2413.13	SAMPLE_43	S
MN908947.3	23000	23200	23100	3518.63	SAMPLE_43	S
MN908947.3	23200	23400	23300	7165.67	SAMPLE_43	S
MN908947.3	23400	23600	23500	8657.78	SAMPLE_43	S
MN908947.3	23600	23800	23700	3469.58	SAMPLE_43	S
MN908947.3	23800	24000	23900	2160.4	SAMPLE_43	S
MN908947.3	24000	24200	24100	3593.19	SAMPLE_43	S
MN908947.3	24200	24400	24300	4609.51	SAMPLE_43	S
MN908947.3	24400	24600	24500	3504.42	SAMPLE_43	S
MN908947.3	24600	24800	24700	6840.8	SAMPLE_43	S
MN908947.3	24800	25000	24900	7846.51	SAMPLE_43	S
MN908947.3	25000	25200	25100	9945.39	SAMPLE_43	S
MN908947.3	25200	25400	25300	10109.58	SAMPLE_43	S
MN908947.3	25400	25600	25500	3790.51	SAMPLE_43	ORF3a
MN908947.3	25600	25800	25700	5955.58	SAMPLE_43	ORF3a
MN908947.3	25800	26000	25900	4712.71	SAMPLE_43	ORF3a
MN908947.3	26000	26200	26100	1076.71	SAMPLE_43	ORF3a
MN908947.3	26200	26400	26300	4043.2	SAMPLE_43	E
MN908947.3	26400	26600	26500	5172.72	SAMPLE_43	intergenic
MN908947.3	26600	26800	26700	5009.85	SAMPLE_43	M
MN908947.3	26800	27000	26900	6315.84	SAMPLE_43	M
MN908947.3	27000	27200	27100	4065.16	SAMPLE_43	M
MN908947.3	27200	27400	27300	3969.94	SAMPLE_43	ORF6
MN908947.3	27400	27600	27500	2827.29	SAMPLE_43	ORF7a
MN908947.3	27600	27800	27700	162.2	SAMPLE_43	ORF7a
MN908947.3	27800	28000	27900	3516.08	SAMPLE_43	ORF8
MN908947.3	28000	28200	28100	4595.17	SAMPLE_43	ORF8
MN908947.3	28200	28400	28300	5549.97	SAMPLE_43	N
MN908947.3	28400	28600	28500	6543.53	SAMPLE_43	N
MN908947.3	28600	28800	28700	5501.93	SAMPLE_43	N
MN908947.3	28800	29000	28900	1588.07	SAMPLE_43	N
MN908947.3	29000	29200	29100	4007.56	SAMPLE_43	N
MN908947.3	29200	29400	29300	4464.4	SAMPLE_43	N
MN908947.3	29400	29600	29500	4899.45	SAMPLE_43	N
MN908947.3	29600	29800	29700	5765.04	SAMPLE_43	3'UTR
MN908947.3	29800	29903	29851	1099.63	SAMPLE_43	3'UTR
MN908947.3	0	200	100	1831.84	SAMPLE_42	5'UTR
MN908947.3	200	400	300	3675.28	SAMPLE_42	ORF1ab
MN908947.3	400	600	500	4780.21	SAMPLE_42	ORF1ab
MN908947.3	600	800	700	5834.59	SAMPLE_42	ORF1ab
MN908947.3	800	1000	900	4088.44	SAMPLE_42	ORF1ab
MN908947.3	1000	1200	1100	3731.1	SAMPLE_42	ORF1ab
MN908947.3	1200	1400	1300	3204.66	SAMPLE_42	ORF1ab
MN908947.3	1400	1600	1500	1519.11	SAMPLE_42	ORF1ab
MN908947.3	1600	1800	1700	2576.43	SAMPLE_42	ORF1ab
MN908947.3	1800	2000	1900	2345.57	SAMPLE_42	ORF1ab
MN908947.3	2000	2200	2100	1031.0	SAMPLE_42	ORF1ab
MN908947.3	2200	2400	2300	2314.75	SAMPLE_42	ORF1ab
MN908947.3	2400	2600	2500	3043.6	SAMPLE_42	ORF1ab
MN908947.3	2600	2800	2700	911.85	SAMPLE_42	ORF1ab
MN908947.3	2800	3000	2900	5462.0	SAMPLE_42	ORF1ab
MN908947.3	3000	3200	3100	5921.19	SAMPLE_42	ORF1ab
MN908947.3	3200	3400	3300	4766.07	SAMPLE_42	ORF1ab
MN908947.3	3400	3600	3500	3869.87	SAMPLE_42	ORF1ab
MN908947.3	3600	3800	3700	1477.56	SAMPLE_42	ORF1ab
MN908947.3	3800	4000	3900	3385.39	SAMPLE_42	ORF1ab
MN908947.3	4000	4200	4100	6551.68	SAMPLE_42	ORF1ab
MN908947.3	4200	4400	4300	8340.18	SAMPLE_42	ORF1ab
MN908947.3	4400	4600	4500	5290.91	SAMPLE_42	ORF1ab
MN908947.3	4600	4800	4700	5058.28	SAMPLE_42	ORF1ab
MN908947.3	4800	5000	4900	4550.5	SAMPLE_42	ORF1ab
MN908947.3	5000	5200	5100	1216.51	SAMPLE_42	ORF1ab
MN908947.3	5200	5400	5300	5309.17	SAMPLE_42	ORF1ab
MN908947.3	5400	5600	5500	7375.32	SAMPLE_42	ORF1ab
MN908947.3	5600	5800	5700	8501.67	SAMPLE_42	ORF1ab
MN908947.3	5800	6000	5900	5140.31	SAMPLE_42	ORF1ab
MN908947.3	6000	6200	6100	2860.42	SAMPLE_42	ORF1ab
MN908947.3	6200	6400	6300	11611.05	SAMPLE_42	ORF1ab
MN908947.3	6400	6600	6500	8373.92	SAMPLE_42	ORF1ab
MN908947.3	6600	6800	6700	5517.4	SAMPLE_42	ORF1ab
MN908947.3	6800	7000	6900	2255.14	SAMPLE_42	ORF1ab
MN908947.3	7000	7200	7100	2505.54	SAMPLE_42	ORF1ab
MN908947.3	7200	7400	7300	4600.05	SAMPLE_42	ORF1ab
MN908947.3	7400	7600	7500	9087.24	SAMPLE_42	ORF1ab
MN908947.3	7600	7800	7700	7081.66	SAMPLE_42	ORF1ab
MN908947.3	7800	8000	7900	6162.62	SAMPLE_42	ORF1ab
MN908947.3	8000	8200	8100	7619.6	SAMPLE_42	ORF1ab
MN908947.3	8200	8400	8300	6567.3	SAMPLE_42	ORF1ab
MN908947.3	8400	8600	8500	3482.35	SAMPLE_42	ORF1ab
MN908947.3	8600	8800	8700	2729.53	SAMPLE_42	ORF1ab
MN908947.3	8800	9000	8900	4130.09	SAMPLE_42	ORF1ab
MN908947.3	9000	9200	9100	6268.41	SAMPLE_42	ORF1ab
MN908947.3	9200	9400	9300	6552.95	SAMPLE_42	ORF1ab
MN908947.3	9400	9600	9500	10615.19	SAMPLE_42	ORF1ab
MN908947.3	9600	9800	9700	8459.95	SAMPLE_42	ORF1ab
MN908947.3	9800	10000	9900	3296.92	SAMPLE_42	ORF1ab
MN908947.3	10000	10200	10100	4732.7	SAMPLE_42	ORF1ab
MN908947.3	10200	10400	10300	4757.55	SAMPLE_42	ORF1ab
MN908947.3	10400	10600	10500	5361.76	SAMPLE_42	ORF1ab
MN908947.3	10600	10800	10700	8096.74	SAMPLE_42	ORF1ab
MN908947.3	10800	11000	10900	6570.73	SAMPLE_42	ORF1ab
MN908947.3	11000	11200	11100	9610.03	SAMPLE_42	ORF1ab
MN908947.3	11200	11400	11300	14132.14	SAMPLE_42	ORF1ab
MN908947.3	11400	11600	11500	8282.88	SAMPLE_42	ORF1ab
MN908947.3	11600	11800	11700	8349.28	SAMPLE_42	ORF1ab
MN908947.3	11800	12000	11900	6490.02	SAMPLE_42	ORF1ab
MN908947.3	12000	12200	12100	7591.44	SAMPLE_42	ORF1ab
MN908947.3	12200	12400	12300	7229.38	SAMPLE_42	ORF1ab
MN908947.3	12400	12600	12500	8985.53	SAMPLE_42	ORF1ab
MN908947.3	12600	12800	12700	9480.04	SAMPLE_42	ORF1ab
MN908947.3	12800	13000	12900	4764.4	SAMPLE_42	ORF1ab
MN908947.3	13000	13200	13100	11797.21	SAMPLE_42	ORF1ab
MN908947.3	13200	13400	13300	11563.8	SAMPLE_42	ORF1ab
MN908947.3	13400	13600	13500	2688.26	SAMPLE_42	ORF1ab
MN908947.3	13600	13800	13700	2459.65	SAMPLE_42	ORF1ab
MN908947.3	13800	14000	13900	3328.52	SAMPLE_42	ORF1ab
MN908947.3	14000	14200	14100	5625.04	SAMPLE_42	ORF1ab
MN908947.3	14200	14400	14300	5322.76	SAMPLE_42	ORF1ab
MN908947.3	14400	14600	14500	4841.24	SAMPLE_42	ORF1ab
MN908947.3	14600	14800	14700	7877.39	SAMPLE_42	ORF1ab
MN908947.3	14800	15000	14900	5631.02	SAMPLE_42	ORF1ab
MN908947.3	15000	15200	15100	1791.57	SAMPLE_42	ORF1ab
MN908947.3	15200	15400	15300	4226.29	SAMPLE_42	ORF1ab
MN908947.3	15400	15600	15500	5641.18	SAMPLE_42	ORF1ab
MN908947.3	15600	15800	15700	5282.8	SAMPLE_42	ORF1ab
MN908947.3	15800	16000	15900	8149.0	SAMPLE_42	ORF1ab
MN908947.3	16000	16200	16100	8614.27	SAMPLE_42	ORF1ab
MN908947.3	16200	16400	16300	3603.11	SAMPLE_42	ORF1ab
MN908947.3	16400	16600	16500	4291.99	SAMPLE_42	ORF1ab
MN908947.3	16600	16800	16700	5154.43	SAMPLE_42	ORF1ab
MN908947.3	16800	17000	16900	8023.62	SAMPLE_42	ORF1ab
MN908947.3	17000	17200	17100	13004.65	SAMPLE_42	ORF1ab
MN908947.3	17200	17400	17300	10069.46	SAMPLE_42	ORF1ab
MN908947.3	17400	17600	17500	5667.69	SAMPLE_42	ORF1ab
MN908947.3	17600	17800	17700	4997.45	SAMPLE_42	ORF1ab
MN908947.3	17800	18000	17900	3573.26	SAMPLE_42	ORF1ab
MN908947.3	18000	18200	18100	5821.15	SAMPLE_42	ORF1ab
MN908947.3	18200	18400	18300	6065.98	SAMPLE_42	ORF1ab
MN908947.3	18400	18600	18500	7490.8	SAMPLE_42	ORF1ab
MN908947.3	18600	18800	18700	9449.24	SAMPLE_42	ORF1ab
MN908947.3	18800	19000	18900	8879.06	SAMPLE_42	ORF1ab
MN908947.3	19000	19200	19100	4385.4	SAMPLE_42	ORF1ab
MN908947.3	19200	19400	19300	1641.9	SAMPLE_42	ORF1ab
MN908947.3	19400	19600	19500	292.04	SAMPLE_42	ORF1ab
MN908947.3	19600	19800	19700	3847.02	SAMPLE_42	ORF1ab
MN908947.3	19800	20000	19900	3400.2	SAMPLE_42	ORF1ab
MN908947.3	20000	20200	20100	965.19	SAMPLE_42	ORF1ab
MN908947.3	20200	20400	20300	583.56	SAMPLE_42	ORF1ab
MN908947.3	20400	20600	20500	3064.94	SAMPLE_42	ORF1ab
MN908947.3	20600	20800	20700	4284.11	SAMPLE_42	ORF1ab
MN908947.3	20800	21000	20900	7128.34	SAMPLE_42	ORF1ab
MN908947.3	21000	21200	21100	3981.02	SAMPLE_42	ORF1ab
MN908947.3	21200	21400	21300	379.67	SAMPLE_42	ORF1ab
MN908947.3	21400	21600	21500	1412.79	SAMPLE_42	ORF1ab
MN908947.3	21600	21800	21700	3329.62	SAMPLE_42	S
MN908947.3	21800	22000	21900	2926.38	SAMPLE_42	S
MN908947.3	22000	22200	22100	2391.67	SAMPLE_42	S
MN908947.3	22200	22400	22300	1543.66	SAMPLE_42	S
MN908947.3	22400	22600	22500	967.67	SAMPLE_42	S
MN908947.3	22600	22800	22700	3189.36	SAMPLE_42	S
MN908947.3	22800	23000	22900	2364.41	SAMPLE_42	S
MN908947.3	23000	23200	23100	3112.81	SAMPLE_42	S
MN908947.3	23200	23400	23300	6078.03	SAMPLE_42	S
MN908947.3	23400	23600	23500	7121.68	SAMPLE_42	S
MN908947.3	23600	23800	23700	3001.86	SAMPLE_42	S
MN908947.3	23800	24000	23900	1991.98	SAMPLE_42	S
MN908947.3	24000	24200	24100	3172.72	SAMPLE_42	S
MN908947.3	24200	24400	24300	4075.62	SAMPLE_42	S
MN908947.3	24400	24600	24500	3184.64	SAMPLE_42	S
MN908947.3	24600	24800	24700	6050.43	SAMPLE_42	S
MN908947.3	24800	25000	24900	6657.78	SAMPLE_42	S
MN908947.3	25000	25200	25100	9099.97	SAMPLE_42	S
MN908947.3	25200	25400	25300	8494.76	SAMPLE_42	S
MN908947.3	25400	25600	25500	3024.04	SAMPLE_42	ORF3a
MN908947.3	25600	25800	25700	4942.78	SAMPLE_42	ORF3a
MN908947.3	25800	26000	25900	3768.52	SAMPLE_42	ORF3a
MN908947.3	26000	26200	26100	772.32	SAMPLE_42	ORF3a
MN908947.3	26200	26400	26300	3785.82	SAMPLE_42	E
MN908947.3	26400	26600	26500	4864.93	SAMPLE_42	intergenic
MN908947.3	26600	26800	26700	4334.31	SAMPLE_42	M
MN908947.3	26800	27000	26900	5091.82	SAMPLE_42	M
MN908947.3	27000	27200	27100	3290.39	SAMPLE_42	M
MN908947.3	27200	27400	27300	3466.09	SAMPLE_42	ORF6
MN908947.3	27400	27600	27500	2492.99	SAMPLE_42	ORF7a
MN908947.3	27600	27800	27700	198.47	SAMPLE_42	ORF7a
MN908947.3	27800	28000	27900	2816.8	SAMPLE_42	ORF8
MN908947.3	28000	28200	28100	3897.23	SAMPLE_42	ORF8
MN908947.3	28200	28400	28300	4765.92	SAMPLE_42	N
MN908947.3	28400	28600	28500	4791.77	SAMPLE_42	N
MN908947.3	28600	28800	28700	4096.06	SAMPLE_42	N
MN908947.3	28800	29000	28900	1266.51	SAMPLE_42	N
MN908947.3	29000	29200	29100	3399.64	SAMPLE_42	N
MN908947.3	29200	29400	29300	3800.76	SAMPLE_42	N
MN908947.3	29400	29600	29500	4418.35	SAMPLE_42	N
MN908947.3	29600	29800	29700	5004.44	SAMPLE_42	3'UTR
MN908947.3	29800	29903	29851	914.38	SAMPLE_42	3'UTR
MN908947.3	0	200	100	1058.55	SAMPLE_47	5'UTR
MN908947.3	200	400	300	2510.55	SAMPLE_47	ORF1ab
MN908947.3	400	600	500	4050.92	SAMPLE_47	ORF1ab
MN908947.3	600	800	700	5146.51	SAMPLE_47	ORF1ab
MN908947.3	800	1000	900	3323.66	SAMPLE_47	ORF1ab
MN908947.3	1000	1200	1100	2760.55	SAMPLE_47	ORF1ab
MN908947.3	1200	1400	1300	2705.07	SAMPLE_47	ORF1ab
MN908947.3	1400	1600	1500	1616.03	SAMPLE_47	ORF1ab
