sample	chrom	start	end	log2	baf	copy_number	segment	label
TUMOUR_B	chr2	16460000	16480000	0.083	0.56	2	bin	
TUMOUR_B	chr2	16480000	16500000	-0.114	0.533	2	bin	
TUMOUR_B	chr2	16500000	16520000	-0.108	0.476	2	bin	
TUMOUR_B	chr2	16520000	16540000	-0.037	0.458	2	bin	
TUMOUR_B	chr2	16540000	16560000	-0.007	0.507	2	bin	
TUMOUR_B	chr2	16560000	16580000	0.113	0.489	2	bin	
TUMOUR_B	chr2	16580000	16600000	-0.097	0.476	2	bin	
TUMOUR_B	chr2	16600000	16620000	-0.05	0.422	2	bin	
TUMOUR_B	chr2	16620000	16640000	0.14	0.451	2	bin	
TUMOUR_B	chr2	16640000	16660000	-0.212	0.496	2	bin	
TUMOUR_B	chr2	16660000	16680000	0.311	0.516	2	bin	
TUMOUR_B	chr2	16680000	16700000	-0.06	0.489	2	bin	
TUMOUR_B	chr2	16700000	16720000	0.044	0.529	2	bin	
TUMOUR_B	chr2	16720000	16740000	0.132	0.5	2	bin	
TUMOUR_B	chr2	16740000	16760000	0.025	0.473	2	bin	
TUMOUR_B	chr2	16760000	16780000	0.081	0.515	2	bin	
TUMOUR_B	chr2	16780000	16800000	0.111	0.524	2	bin	
TUMOUR_B	chr2	16800000	16820000	0.044	0.546	2	bin	
TUMOUR_B	chr2	16820000	16840000	-0.066	0.487	2	bin	
TUMOUR_B	chr2	16840000	16860000	0.132	0.483	2	bin	
TUMOUR_B	chr2	16860000	16880000	-0.056	0.516	2	bin	
TUMOUR_B	chr2	16880000	16900000	0.28	0.461	2	bin	
TUMOUR_B	chr2	16900000	16920000	0.073	0.471	2	bin	
TUMOUR_B	chr2	16920000	16940000	0.129	0.534	2	bin	
TUMOUR_B	chr2	16940000	16960000	0.087	0.529	2	bin	
TUMOUR_B	chr2	16960000	16980000	-0.022	0.578	2	bin	
TUMOUR_B	chr2	16980000	17000000	0.286	0.554	2	bin	
TUMOUR_B	chr2	17000000	17020000	-0.005	0.534	2	bin	
TUMOUR_B	chr2	17020000	17040000	0.091	0.488	2	bin	
TUMOUR_B	chr2	17040000	17060000	0.076	0.48	2	bin	
TUMOUR_B	chr2	17060000	17080000	0.164	0.48	2	bin	
TUMOUR_B	chr2	17080000	17100000	0.039	0.467	2	bin	
TUMOUR_B	chr2	17100000	17120000	-0.207	0.496	2	bin	
TUMOUR_B	chr2	17120000	17140000	0.21	0.542	2	bin	
TUMOUR_B	chr2	17140000	17160000	-0.086	0.507	2	bin	
TUMOUR_B	chr2	17160000	17180000	0.053	0.44	2	bin	
TUMOUR_B	chr2	17180000	17200000	-0.01	0.575	2	bin	
TUMOUR_B	chr2	17200000	17220000	0.113	0.569	2	bin	
TUMOUR_B	chr2	17220000	17240000	0.011	0.513	2	bin	
TUMOUR_B	chr2	17240000	17260000	0.094	0.529	2	bin	
TUMOUR_B	chr2	17260000	17280000	-0.178	0.429	2	bin	
TUMOUR_B	chr2	17280000	17300000	0.201	0.534	2	bin	
TUMOUR_B	chr2	17300000	17320000	-0.089	0.486	2	bin	
TUMOUR_B	chr2	17320000	17340000	-0.14	0.492	2	bin	
TUMOUR_B	chr2	17340000	17360000	-0.015	0.52	2	bin	
TUMOUR_B	chr2	17360000	17380000	0.017	0.48	2	bin	
TUMOUR_B	chr2	17380000	17400000	-0.141	0.519	2	bin	
TUMOUR_B	chr2	17400000	17420000	0.047	0.559	2	bin	
TUMOUR_B	chr2	17420000	17440000	-0.002	0.434	2	bin	
TUMOUR_B	chr2	17440000	17460000	-0.051	0.491	2	bin	
TUMOUR_B	chr2	17460000	17480000	0.095	0.505	2	bin	
TUMOUR_B	chr2	17480000	17500000	0.063	0.522	2	bin	
TUMOUR_B	chr2	17500000	17520000	0.128	0.492	2	bin	
TUMOUR_B	chr2	17520000	17540000	-0.185	0.476	2	bin	
TUMOUR_B	chr2	17540000	17560000	-0.169	0.476	2	bin	
TUMOUR_B	chr2	17560000	17580000	-0.01	0.511	2	bin	
TUMOUR_B	chr2	17580000	17600000	-0.056	0.528	2	bin	
TUMOUR_B	chr2	17600000	17620000	0.104	0.482	2	bin	
TUMOUR_B	chr2	17620000	17640000	0.085	0.55	2	bin	
TUMOUR_B	chr2	17640000	17660000	0.122	0.542	2	bin	
TUMOUR_B	chr2	17660000	17680000	-0.106	0.525	2	bin	
TUMOUR_B	chr2	17680000	17700000	0.039	0.547	2	bin	
TUMOUR_B	chr2	17700000	17720000	-0.102	0.494	2	bin	
TUMOUR_B	chr2	17720000	17740000	0.054	0.435	2	bin	
TUMOUR_B	chr2	17740000	17760000	0.017	0.469	2	bin	
TUMOUR_B	chr2	17760000	17780000	0.243	0.5	2	bin	
TUMOUR_B	chr2	17780000	17800000	-0.009	0.497	2	bin	
TUMOUR_B	chr2	17800000	17820000	-0.02	0.401	2	bin	
TUMOUR_B	chr2	17820000	17840000	-0.027	0.489	2	bin	
TUMOUR_B	chr2	17840000	17860000	-0.01	0.519	2	bin	
TUMOUR_B	chr2	17860000	17880000	-0.1	0.508	2	bin	
TUMOUR_B	chr2	17880000	17900000	-0.124	0.46	2	bin	
TUMOUR_B	chr2	17900000	17920000	0.024	0.563	2	bin	
TUMOUR_B	chr2	17920000	17940000	-0.053	0.497	2	bin	
TUMOUR_B	chr2	17940000	17960000	-0.038	0.528	2	bin	
TUMOUR_B	chr2	17960000	17980000	-0.049	0.508	2	bin	
TUMOUR_B	chr2	17980000	18000000	-0.176	0.557	2	bin	
TUMOUR_B	chr2	18000000	18020000	0.064	0.541	2	bin	
TUMOUR_B	chr2	18020000	18040000	-0.061	0.498	2	bin	
TUMOUR_B	chr2	18040000	18060000	-0.112	0.439	2	bin	
TUMOUR_B	chr2	18060000	18080000	0.006	0.514	2	bin	
TUMOUR_B	chr2	18080000	18100000	-0.11	0.472	2	bin	
TUMOUR_B	chr2	18100000	18120000	0.019	0.574	2	bin	
TUMOUR_B	chr2	18120000	18140000	0.078	0.545	2	bin	
TUMOUR_B	chr2	18140000	18160000	0.101	0.492	2	bin	
TUMOUR_B	chr2	18160000	18180000	-0.069	0.494	2	bin	
TUMOUR_B	chr2	18180000	18200000	-0.081	0.513	2	bin	
TUMOUR_B	chr2	18200000	18220000	0.097	0.505	2	bin	
TUMOUR_B	chr2	18220000	18240000	0.023	0.588	2	bin	
TUMOUR_B	chr2	18240000	18260000	0.074	0.463	2	bin	
TUMOUR_B	chr2	18260000	18280000	-0.086	0.529	2	bin	
TUMOUR_B	chr2	18280000	18300000	0.199	0.477	2	bin	
TUMOUR_B	chr2	18300000	18320000	0.05	0.445	2	bin	
TUMOUR_B	chr2	18320000	18340000	0.184	0.467	2	bin	
TUMOUR_B	chr2	18340000	18360000	-0.122	0.529	2	bin	
TUMOUR_B	chr2	18360000	18380000	0.176	0.426	2	bin	
TUMOUR_B	chr2	18380000	18400000	0.218	0.474	2	bin	
TUMOUR_B	chr2	18400000	18420000	0.004	0.496	2	bin	
TUMOUR_B	chr2	18420000	18440000	0.041	0.504	2	bin	
TUMOUR_B	chr2	18440000	18460000	-0.033	0.483	2	bin	
TUMOUR_B	chr2	18460000	18480000	-0.065	0.552	2	bin	
TUMOUR_B	chr2	18480000	18500000	0.039	0.465	2	bin	
TUMOUR_B	chr2	18500000	18520000	0.118	0.484	2	bin	
TUMOUR_B	chr2	18520000	18540000	0.065	0.551	2	bin	
TUMOUR_B	chr2	18540000	18560000	-0.073	0.576	2	bin	
TUMOUR_B	chr2	18560000	18580000	0.012	0.436	2	bin	
TUMOUR_B	chr2	18580000	18600000	-0.045	0.514	2	bin	
TUMOUR_B	chr2	18600000	18620000	-0.077	0.534	2	bin	
TUMOUR_B	chr2	18620000	18640000	-0.074	0.444	2	bin	
TUMOUR_B	chr2	18640000	18660000	-0.056	0.505	2	bin	
TUMOUR_B	chr2	18660000	18680000	-0.037	0.406	2	bin	
TUMOUR_B	chr2	18680000	18700000	0.212	0.503	2	bin	
TUMOUR_B	chr2	18700000	18720000	-0.005	0.448	2	bin	
TUMOUR_B	chr2	18720000	18740000	0.035	0.621	2	bin	
TUMOUR_B	chr2	18740000	18760000	0.219	0.503	2	bin	
TUMOUR_B	chr2	18760000	18780000	-0.119	0.508	2	bin	
TUMOUR_B	chr2	18780000	18800000	0.054	0.531	2	bin	
TUMOUR_B	chr2	18800000	18820000	-0.022	0.475	2	bin	
TUMOUR_B	chr2	18820000	18840000	-0.279	0.522	2	bin	
TUMOUR_B	chr2	18840000	18860000	0.114	0.524	2	bin	
TUMOUR_B	chr2	18860000	18880000	-0.067	0.504	2	bin	
TUMOUR_B	chr2	18880000	18900000	-0.094	0.54	2	bin	
TUMOUR_B	chr2	18900000	18920000	-0.178	0.486	2	bin	
TUMOUR_B	chr2	18920000	18940000	0.05	0.477	2	bin	
TUMOUR_B	chr2	18940000	18960000	-0.106	0.505	2	bin	
TUMOUR_B	chr2	18960000	18980000	0.191	0.568	2	bin	
TUMOUR_B	chr2	18980000	19000000	-0.06	0.556	2	bin	
TUMOUR_B	chr2	19000000	19020000	-0.159	0.501	2	bin	
TUMOUR_B	chr2	19020000	19040000	-0.008	0.485	2	bin	
TUMOUR_B	chr2	19040000	19060000	-0.019	0.537	2	bin	
TUMOUR_B	chr2	19060000	19080000	0.02	0.477	2	bin	
TUMOUR_B	chr2	19080000	19100000	-0.004	0.466	2	bin	
TUMOUR_B	chr2	19100000	19120000	0.014	0.495	2	bin	
TUMOUR_B	chr2	19120000	19140000	0.19	0.473	2	bin	
TUMOUR_B	chr2	19140000	19160000	0.067	0.527	2	bin	
TUMOUR_B	chr2	19160000	19180000	-0.014	0.493	2	bin	
TUMOUR_B	chr2	19180000	19200000	0.041	0.477	2	bin	
TUMOUR_B	chr2	19200000	19220000	-0.08	0.504	2	bin	
TUMOUR_B	chr2	19220000	19240000	-0.01	0.507	2	bin	
TUMOUR_B	chr2	19240000	19260000	-0.108	0.515	2	bin	
TUMOUR_B	chr2	19260000	19280000	0.097	0.549	2	bin	
TUMOUR_B	chr2	19280000	19300000	-0.083	0.464	2	bin	
TUMOUR_B	chr2	19300000	19320000	-0.085	0.456	2	bin	
TUMOUR_B	chr2	19320000	19340000	-0.059	0.48	2	bin	
TUMOUR_B	chr2	19340000	19360000	-0.249	0.446	2	bin	
TUMOUR_B	chr2	19360000	19380000	0.295	0.529	2	bin	
TUMOUR_B	chr2	19380000	19400000	0.059	0.465	2	bin	
TUMOUR_B	chr2	19400000	19420000	0.03	0.499	2	bin	
TUMOUR_B	chr2	19420000	19440000	-0.085	0.469	2	bin	
TUMOUR_B	chr2	19440000	19460000	0.001	0.505	2	bin	
TUMOUR_B	chr2	19460000	19480000	0.012	0.516	2	bin	
TUMOUR_B	chr2	19480000	19500000	0.068	0.435	2	bin	
TUMOUR_B	chr2	19500000	19520000	-0.166	0.409	2	bin	
TUMOUR_B	chr2	19520000	19540000	-0.022	0.488	2	bin	
TUMOUR_B	chr2	19540000	19560000	0.077	0.524	2	bin	
TUMOUR_B	chr2	19560000	19580000	-0.177	0.455	2	bin	
TUMOUR_B	chr2	19580000	19600000	0.007	0.458	2	bin	
TUMOUR_B	chr2	19600000	19620000	0.054	0.461	2	bin	
TUMOUR_B	chr2	19620000	19640000	-0.09	0.457	2	bin	
TUMOUR_B	chr2	19640000	19660000	-0.053	0.489	2	bin	
TUMOUR_B	chr2	19660000	19680000	0.088	0.452	2	bin	
TUMOUR_B	chr2	19680000	19700000	-0.215	0.548	2	bin	
TUMOUR_B	chr2	19700000	19720000	0.119	0.51	2	bin	
TUMOUR_B	chr2	19720000	19740000	-0.122	0.54	2	bin	
TUMOUR_B	chr2	19740000	19760000	0.021	0.541	2	bin	
TUMOUR_B	chr2	19760000	19780000	-0.109	0.521	2	bin	
TUMOUR_B	chr2	19780000	19800000	0.083	0.515	2	bin	
TUMOUR_B	chr2	19800000	19820000	-0.144	0.448	2	bin	
TUMOUR_B	chr2	19820000	19840000	-0.076	0.537	2	bin	
TUMOUR_B	chr2	19840000	19860000	0.128	0.528	2	bin	
TUMOUR_B	chr2	19860000	19880000	0.091	0.525	2	bin	
TUMOUR_B	chr2	19880000	19900000	0.085	0.486	2	bin	
TUMOUR_B	chr2	19900000	19920000	0.149	0.488	2	bin	
TUMOUR_B	chr2	19920000	19940000	-0.061	0.491	2	bin	
TUMOUR_B	chr2	19940000	19960000	0.095	0.455	2	bin	
TUMOUR_B	chr2	19960000	19980000	0.16	0.484	2	bin	
TUMOUR_B	chr2	19980000	20000000	0.089	0.55	2	bin	
TUMOUR_B	chr2	20000000	20020000	0.058	0.498	2	bin	
TUMOUR_B	chr2	20020000	20040000	0.055	0.431	2	bin	
TUMOUR_B	chr2	20040000	20060000	-0.204	0.52	2	bin	
TUMOUR_B	chr2	20060000	20080000	0.099	0.512	2	bin	
TUMOUR_B	chr2	20080000	20100000	-0.294	0.544	2	bin	
TUMOUR_B	chr2	20100000	20120000	0.302	0.54	2	bin	
TUMOUR_B	chr2	20120000	20140000	0.052	0.514	2	bin	
TUMOUR_B	chr2	20140000	20160000	-0.025	0.523	2	bin	
TUMOUR_B	chr2	20160000	20180000	0.214	0.555	2	bin	
TUMOUR_B	chr2	20180000	20200000	0.138	0.496	2	bin	
TUMOUR_B	chr2	20200000	20220000	-0.054	0.555	2	bin	
TUMOUR_B	chr2	20220000	20240000	-0.066	0.495	2	bin	
TUMOUR_B	chr2	20240000	20260000	0.023	0.48	2	bin	
TUMOUR_B	chr2	20260000	20280000	0.015	0.505	2	bin	
TUMOUR_B	chr2	20280000	20300000	0.157	0.479	2	bin	
TUMOUR_B	chr2	20300000	20320000	0.033	0.509	2	bin	
TUMOUR_B	chr2	20320000	20340000	0.031	0.463	2	bin	
TUMOUR_B	chr2	20340000	20360000	0.175	0.489	2	bin	
TUMOUR_B	chr2	20360000	20380000	-0.108	0.502	2	bin	
TUMOUR_B	chr2	20380000	20400000	0.091	0.544	2	bin	
TUMOUR_B	chr2	20400000	20420000	0.129	0.499	2	bin	
TUMOUR_B	chr2	20420000	20440000	-0.115	0.519	2	bin	
TUMOUR_B	chr2	20440000	20460000	0.027	0.54	2	bin	
TUMOUR_B	chr2	20460000	20480000	-0.144	0.512	2	bin	
TUMOUR_B	chr2	20480000	20500000	0.015	0.516	2	bin	
TUMOUR_B	chr2	20500000	20520000	0.15	0.476	2	bin	
TUMOUR_B	chr2	20520000	20540000	-0.12	0.472	2	bin	
TUMOUR_B	chr2	20540000	20560000	0.024	0.539	2	bin	
TUMOUR_B	chr2	20560000	20580000	0.047	0.542	2	bin	
TUMOUR_B	chr2	20580000	20600000	-0.117	0.431	2	bin	
TUMOUR_B	chr2	20600000	20620000	0.11	0.535	2	bin	
TUMOUR_B	chr2	20620000	20640000	-0.022	0.513	2	bin	
TUMOUR_B	chr2	20640000	20660000	0.154	0.471	2	bin	
TUMOUR_B	chr2	20660000	20680000	-0.17	0.547	2	bin	
TUMOUR_B	chr2	20680000	20700000	0.117	0.52	2	bin	
TUMOUR_B	chr2	20700000	20720000	-0.02	0.453	2	bin	
TUMOUR_B	chr2	20720000	20740000	0.073	0.475	2	bin	
TUMOUR_B	chr2	20740000	20760000	0.032	0.497	2	bin	
TUMOUR_B	chr2	20760000	20780000	-0.099	0.466	2	bin	
TUMOUR_B	chr2	20780000	20800000	-0.058	0.447	2	bin	
TUMOUR_B	chr2	20800000	20820000	-0.098	0.536	2	bin	
TUMOUR_B	chr2	20820000	20840000	0.133	0.469	2	bin	
TUMOUR_B	chr2	20840000	20860000	0.107	0.472	2	bin	
TUMOUR_B	chr2	20860000	20880000	0.055	0.523	2	bin	
TUMOUR_B	chr2	20880000	20900000	-0.037	0.583	2	bin	
TUMOUR_B	chr2	20900000	20920000	-0.025	0.475	2	bin	
TUMOUR_B	chr2	20920000	20940000	-0.063	0.493	2	bin	
TUMOUR_B	chr2	20940000	20960000	-0.21	0.506	2	bin	
TUMOUR_B	chr2	20960000	20980000	-0.139	0.477	2	bin	
TUMOUR_B	chr2	20980000	21000000	0.024	0.459	2	bin	
TUMOUR_B	chr2	21000000	21020000	0.042	0.474	2	bin	
TUMOUR_B	chr2	21020000	21040000	-0.028	0.451	2	bin	
TUMOUR_B	chr2	21040000	21060000	-0.023	0.488	2	bin	
TUMOUR_B	chr2	21060000	21080000	-0.012	0.553	2	bin	
TUMOUR_B	chr2	21080000	21100000	-0.067	0.462	2	bin	
TUMOUR_B	chr2	21100000	21120000	0.104	0.53	2	bin	
TUMOUR_B	chr2	21120000	21140000	0.081	0.524	2	bin	
TUMOUR_B	chr2	21140000	21160000	-0.222	0.519	2	bin	
TUMOUR_B	chr2	21160000	21180000	0.08	0.504	2	bin	
TUMOUR_B	chr2	21180000	21200000	0.047	0.526	2	bin	
TUMOUR_B	chr2	21200000	21220000	-0.013	0.471	2	bin	
TUMOUR_B	chr2	21220000	21240000	-0.246	0.444	2	bin	
TUMOUR_B	chr2	21240000	21260000	0.075	0.53	2	bin	
TUMOUR_B	chr2	21260000	21280000	-0.017	0.493	2	bin	
TUMOUR_B	chr2	21280000	21300000	-0.061	0.501	2	bin	
TUMOUR_B	chr2	21300000	21320000	-0.073	0.479	2	bin	
TUMOUR_B	chr2	21320000	21340000	0.007	0.506	2	bin	
TUMOUR_B	chr2	21340000	21360000	-0.103	0.492	2	bin	
TUMOUR_B	chr2	21360000	21380000	-0.038	0.447	2	bin	
TUMOUR_B	chr2	21380000	21400000	-0.031	0.492	2	bin	
TUMOUR_B	chr2	21400000	21420000	-0.151	0.497	2	bin	
TUMOUR_B	chr2	21420000	21440000	-0.115	0.488	2	bin	
TUMOUR_B	chr2	21440000	21460000	0.034	0.507	2	bin	
TUMOUR_B	chr2	21460000	21480000	-0.043	0.513	2	bin	
TUMOUR_B	chr2	21480000	21500000	0.093	0.468	2	bin	
TUMOUR_B	chr2	21500000	21520000	-0.052	0.441	2	bin	
TUMOUR_B	chr2	21520000	21540000	0.029	0.548	2	bin	
TUMOUR_B	chr2	21540000	21560000	0.182	0.53	2	bin	
TUMOUR_B	chr2	21560000	21580000	0.114	0.391	2	bin	
TUMOUR_B	chr2	21580000	21600000	0.085	0.5	2	bin	
TUMOUR_B	chr2	21600000	21620000	-0.058	0.506	2	bin	
TUMOUR_B	chr2	21620000	21640000	0.038	0.454	2	bin	
TUMOUR_B	chr2	21640000	21660000	0.186	0.515	2	bin	
TUMOUR_B	chr2	21660000	21680000	-0.045	0.517	2	bin	
TUMOUR_B	chr2	21680000	21700000	0.018	0.438	2	bin	
TUMOUR_B	chr2	21700000	21720000	-0.093	0.493	2	bin	
TUMOUR_B	chr2	21720000	21740000	-0.269	0.575	2	bin	
TUMOUR_B	chr2	21740000	21760000	0.161	0.477	2	bin	
TUMOUR_B	chr2	21760000	21780000	0.045	0.451	2	bin	
TUMOUR_B	chr2	21780000	21800000	0.054	0.48	2	bin	
TUMOUR_B	chr2	21800000	21820000	0.056	0.493	2	bin	
TUMOUR_B	chr2	21820000	21840000	-0.003	0.485	2	bin	
TUMOUR_B	chr2	21840000	21860000	0.069	0.505	2	bin	
TUMOUR_B	chr2	21860000	21880000	-0.099	0.466	2	bin	
TUMOUR_B	chr2	21880000	21900000	-0.013	0.513	2	bin	
TUMOUR_B	chr2	21900000	21920000	0.162	0.435	2	bin	
TUMOUR_B	chr2	21920000	21940000	-0.069	0.44	2	bin	
TUMOUR_B	chr2	21940000	21960000	-0.019	0.455	2	bin	
TUMOUR_B	chr2	21960000	21980000	-0.029	0.488	2	bin	
TUMOUR_B	chr2	21980000	22000000	-0.027	0.499	2	bin	
TUMOUR_B	chr2	22000000	22020000	0.094	0.535	2	bin	
TUMOUR_B	chr2	22020000	22040000	-0.211	0.49	2	bin	
TUMOUR_B	chr2	22040000	22060000	-0.131	0.445	2	bin	
TUMOUR_B	chr2	22060000	22080000	-0.053	0.496	2	bin	
TUMOUR_B	chr2	22080000	22100000	-0.178	0.481	2	bin	
TUMOUR_B	chr2	22100000	22120000	-0.103	0.477	2	bin	
TUMOUR_B	chr2	22120000	22140000	-0.21	0.477	2	bin	
TUMOUR_B	chr2	22140000	22160000	0.051	0.528	2	bin	
TUMOUR_B	chr2	22160000	22180000	0.154	0.569	2	bin	
TUMOUR_B	chr2	22180000	22200000	-0.047	0.511	2	bin	
TUMOUR_B	chr2	22200000	22220000	-0.042	0.54	2	bin	
TUMOUR_B	chr2	22220000	22240000	0.036	0.459	2	bin	
TUMOUR_B	chr2	22240000	22260000	-0.118	0.544	2	bin	
TUMOUR_B	chr2	22260000	22280000	0.051	0.498	2	bin	
TUMOUR_B	chr2	22280000	22300000	0.156	0.496	2	bin	
TUMOUR_B	chr2	22300000	22320000	-0.241	0.539	2	bin	
TUMOUR_B	chr2	22320000	22340000	-0.026	0.531	2	bin	
TUMOUR_B	chr2	22340000	22360000	0.074	0.503	2	bin	
TUMOUR_B	chr2	22360000	22380000	0.047	0.535	2	bin	
TUMOUR_B	chr2	22380000	22400000	-0.179	0.492	2	bin	
TUMOUR_B	chr2	22400000	22420000	0.166	0.506	2	bin	
TUMOUR_B	chr2	22420000	22440000	0.073	0.454	2	bin	
TUMOUR_B	chr2	22440000	22460000	0.079	0.542	2	bin	
TUMOUR_B	chr2	22460000	22480000	0.123	0.502	2	bin	
TUMOUR_B	chr2	22480000	22500000	-0.189	0.543	2	bin	
TUMOUR_B	chr2	22500000	22520000	0.021	0.511	2	bin	
TUMOUR_B	chr2	22520000	22540000	-0.029	0.521	2	bin	
TUMOUR_B	chr2	22540000	22560000	0.068	0.458	2	bin	
TUMOUR_B	chr2	22560000	22580000	-0.064	0.495	2	bin	
TUMOUR_B	chr2	22580000	22600000	-0.082	0.532	2	bin	
TUMOUR_B	chr2	22600000	22620000	-0.082	0.461	2	bin	
TUMOUR_B	chr2	22620000	22640000	0.119	0.492	2	bin	
TUMOUR_B	chr2	22640000	22660000	-0.312	0.524	2	bin	
TUMOUR_B	chr2	22660000	22680000	-0.117	0.481	2	bin	
TUMOUR_B	chr2	22680000	22700000	0.027	0.464	2	bin	
TUMOUR_B	chr2	22700000	22720000	0.068	0.53	2	bin	
TUMOUR_B	chr2	22720000	22740000	0.004	0.518	2	bin	
TUMOUR_B	chr2	22740000	22760000	-0.008	0.523	2	bin	
TUMOUR_B	chr2	22760000	22780000	-0.056	0.556	2	bin	
TUMOUR_B	chr2	22780000	22800000	0.099	0.485	2	bin	
TUMOUR_B	chr2	22800000	22820000	-0.006	0.517	2	bin	
TUMOUR_B	chr2	22820000	22840000	0.08	0.577	2	bin	
TUMOUR_B	chr2	22840000	22860000	-0.139	0.522	2	bin	
TUMOUR_B	chr2	22860000	22880000	-0.168	0.562	2	bin	
TUMOUR_B	chr2	22880000	22900000	0.138	0.501	2	bin	
TUMOUR_B	chr2	22900000	22920000	-0.073	0.474	2	bin	
TUMOUR_B	chr2	22920000	22940000	-0.16	0.54	2	bin	
TUMOUR_B	chr2	22940000	22960000	0.012	0.534	2	bin	
TUMOUR_B	chr2	22960000	22980000	0.002	0.508	2	bin	
TUMOUR_B	chr2	22980000	23000000	0.167	0.484	2	bin	
TUMOUR_B	chr2	23000000	23020000	0.114	0.523	2	bin	
TUMOUR_B	chr2	23020000	23040000	0.056	0.529	2	bin	
TUMOUR_B	chr2	23040000	23060000	-0.124	0.526	2	bin	
TUMOUR_B	chr2	23060000	23080000	0.065	0.513	2	bin	
TUMOUR_B	chr2	23080000	23100000	0.006	0.4	2	bin	
TUMOUR_B	chr2	23100000	23120000	-0.203	0.528	2	bin	
TUMOUR_B	chr2	23120000	23140000	0.163	0.51	2	bin	
TUMOUR_B	chr2	23140000	23160000	-0.023	0.496	2	bin	
TUMOUR_B	chr2	23160000	23180000	0.039	0.454	2	bin	
TUMOUR_B	chr2	23180000	23200000	-0.083	0.448	2	bin	
TUMOUR_B	chr2	23200000	23220000	0.025	0.463	2	bin	
TUMOUR_B	chr2	23220000	23240000	-0.049	0.493	2	bin	
TUMOUR_B	chr2	23240000	23260000	0.063	0.494	2	bin	
TUMOUR_B	chr2	23260000	23280000	-0.144	0.529	2	bin	
TUMOUR_B	chr2	23280000	23300000	-0.017	0.501	2	bin	
TUMOUR_B	chr2	23300000	23320000	-0.079	0.45	2	bin	
TUMOUR_B	chr2	23320000	23340000	0.09	0.472	2	bin	
TUMOUR_B	chr2	23340000	23360000	-0.016	0.488	2	bin	
TUMOUR_B	chr2	23360000	23380000	0.066	0.521	2	bin	
TUMOUR_B	chr2	23380000	23400000	-0.128	0.493	2	bin	
TUMOUR_B	chr2	23400000	23420000	-0.186	0.48	2	bin	
TUMOUR_B	chr2	23420000	23440000	-0.055	0.536	2	bin	
TUMOUR_B	chr2	23440000	23460000	-0.115	0.459	2	bin	
TUMOUR_B	chr2	23460000	23480000	0.023	0.557	2	bin	
TUMOUR_B	chr2	23480000	23500000	0.054	0.431	2	bin	
TUMOUR_B	chr2	23500000	23520000	0.138	0.473	2	bin	
TUMOUR_B	chr2	23520000	23540000	0.139	0.489	2	bin	
TUMOUR_B	chr2	23540000	23560000	-0.038	0.546	2	bin	
TUMOUR_B	chr2	23560000	23580000	0.027	0.519	2	bin	
TUMOUR_B	chr2	23580000	23600000	0.031	0.484	2	bin	
TUMOUR_B	chr2	23600000	23620000	0.151	0.439	2	bin	
TUMOUR_B	chr2	23620000	23640000	-0.036	0.48	2	bin	
TUMOUR_B	chr2	23640000	23660000	-0.043	0.528	2	bin	
TUMOUR_B	chr2	23660000	23680000	0.177	0.479	2	bin	
TUMOUR_B	chr2	23680000	23700000	0.057	0.421	2	bin	
TUMOUR_B	chr2	23700000	23720000	0.136	0.495	2	bin	
TUMOUR_B	chr2	23720000	23740000	-0.144	0.502	2	bin	
TUMOUR_B	chr2	23740000	23760000	0.067	0.456	2	bin	
TUMOUR_B	chr2	23760000	23780000	-0.108	0.466	2	bin	
TUMOUR_B	chr2	23780000	23800000	-0.014	0.506	2	bin	
TUMOUR_B	chr2	23800000	23820000	-0.015	0.477	2	bin	
TUMOUR_B	chr2	23820000	23840000	0.007	0.577	2	bin	
TUMOUR_B	chr2	23840000	23860000	-0.092	0.474	2	bin	
TUMOUR_B	chr2	23860000	23880000	0.143	0.471	2	bin	
TUMOUR_B	chr2	23880000	23900000	-0.136	0.524	2	bin	
TUMOUR_B	chr2	23900000	23920000	-0.062	0.53	2	bin	
TUMOUR_B	chr2	23920000	23940000	-0.187	0.485	2	bin	
TUMOUR_B	chr2	23940000	23960000	-0.156	0.552	2	bin	
TUMOUR_B	chr2	23960000	23980000	-0.044	0.478	2	bin	
TUMOUR_B	chr2	23980000	24000000	-0.111	0.52	2	bin	
TUMOUR_B	chr2	24000000	24020000	0.039	0.503	2	bin	
TUMOUR_B	chr2	24020000	24040000	0.06	0.522	2	bin	
TUMOUR_B	chr2	24040000	24060000	-0.0	0.459	2	bin	
TUMOUR_B	chr2	24060000	24080000	-0.091	0.474	2	bin	
TUMOUR_B	chr2	24080000	24100000	0.056	0.478	2	bin	
TUMOUR_B	chr2	24100000	24120000	0.159	0.548	2	bin	
TUMOUR_B	chr2	24120000	24140000	-0.142	0.508	2	bin	
TUMOUR_B	chr2	24140000	24160000	0.234	0.501	2	bin	
TUMOUR_B	chr2	24160000	24180000	0.081	0.491	2	bin	
TUMOUR_B	chr2	24180000	24200000	-0.137	0.493	2	bin	
TUMOUR_B	chr2	24200000	24220000	-0.115	0.516	2	bin	
TUMOUR_B	chr2	24220000	24240000	-0.071	0.492	2	bin	
TUMOUR_B	chr2	24240000	24260000	0.029	0.493	2	bin	
TUMOUR_B	chr2	24260000	24280000	-0.047	0.455	2	bin	
TUMOUR_B	chr2	24280000	24300000	0.05	0.487	2	bin	
TUMOUR_B	chr2	24300000	24320000	-0.034	0.56	2	bin	
